,Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
50,50,Data Scientist,-1,"C3 AI (NYSE:AI) is a leading enterprise AI software provider for accelerating digital transformation. C3 AI delivers the C3 AI® Suite for developing, deploying, and operating large-scale AI, predictive analytics, and IoT applications, in addition to an increasingly broad portfolio of turnkey AI applications. The core of the C3 AI offering is a proprietary, model-driven AI architecture that dramatically enhances data science and application development. Learn more at: www.c3.ai

As a Data Scientist, you will participate in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions to support our customers in operating the internet of things (IoT). In addition, you will help find the appropriate machine learning / data mining algorithms to answer these questions. Finally, you will be responsible for implementing this into the product and making it available to our customers.

Qualified candidates will have an in-depth knowledge of most common machine learning techniques and their application. You will also understand the limitations of these algorithms and how to tweak them or derive from them to achieve similar results at large-scale.

Your Responsibilities:
Driving adoption of Deep Learning systems into next-generation of C3 AI products.
Designing and deploying Machine Learning algorithms for industrial applications such as fraud detection and predictive maintenance.
Collaborating with data and subject matter experts from C3 AI and its customer teams to seek, understand, validate, interpret, and correctly use new data elements.
Requirements:
MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields.
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning).
Strong mathematical background (linear algebra, calculus, probability and statistics).
Experience with scalable ML (MapReduce, streaming).
Ability to drive a project and work both independently and in a team.
Smart, motivated, can do attitude, and seeks to make a difference.
Excellent verbal and written communication.
Preferred
Experience with JavaScript and prototyping languages such as Python and R. Experience with Java and Scala is a plus.
Knowledge in electrical engineering and cyber-physical systems is a plus.
A portfolio of projects (GitHub, papers, etc.) is a plus.
C3.ai provides a competitive compensation package and excellent benefits including:
Competitive salary, generous stock options, 401K, medical, dental, and vision benefits. At the office, we offer a fully stocked kitchen with catered breakfast and lunch, table tennis and pool table, free membership at our on-site gym, Friday evening social hours with food, drink and music and a fun team of great people.
C3.ai is proud to be an Equal Opportunity and Affirmative Action Employer. We do not discriminate on the basis of any legally protected characteristics, including disabled and veteran status.",3.3,"C3 AI
4.6","Redwood City, CA",-1,501 to 1000 Employees,2009,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
51,51,Data Analyst,-1,"Why Auto Approve?
Auto Approve is a fast-growing, multi-million-dollar Fintech organization. We help our customers save money on their monthly car loans, allowing them to unburden themselves from existing loans and reclaim control of their finances. Auto Approve utilizes cutting edge technologies to develop a flawless lending process allowing our team to focus on customer service and sales. With the help of our private equity backers, we are revolutionizing the refinance industry.
What we can offer you
You will have the opportunity to work directly under VP and C-level executives as we continue to grow. We are looking for individuals to demonstrate an entrepreneurial spirit, promote fresh ideas, and act as an agent of change. You will be a strategic partner to our management team in a fun, casual, yet challenging environment. You will have the opportunity to build a team and work cross functionally to boost company efficiency.
Summary/Objective
The Data Analyst will support the Auto Approve operations team by creating and providing reporting, analytics, and forecasting for major lines of business. Specific duties include analyzing data effectively and communicating results and findings to peers, stakeholders, and management. The desired individual will receive initial direction and carry forward assignments with minimal supervision. This position will work closely with all functions across the organization to provide critical business performance feedback and valuable insights to leadership.
Essential Functions
Own end-to-end data analysis of direct mail and digital marketing campaigns in which your applied analytics will be instrumental in guiding and shaping the strategic direction of a multi-million-dollar marketing initiative
Directly influence our lending network identify by carefully vetting new and prospective lending partners
Work hand in hand with senior and executive leadership teams towards continuous improvement of operational processes through data analysis
Inspire change and rethink existing reporting through creative dashboard design
Design, produce and manage forecast and capacity models for critical lines of business
Analyze key performance indicators (KPI’s), identify, interpret and effectively communicate trends in data sets to key stakeholders
Use statistical methodology to analyze data and effectively communicate results and areas of opportunity to leadership
Create, maintain and distribute regularly cadenced reporting timely and accurately
Build rapport and continuously strengthen business relationships so as to better understand and meet the needs of a fast paced and ever-growing business
Competencies
Excellent professional communication skills, verbal and written
Ability to problem solve and have strong attention to detail
Ability to communicate and meet deadlines, prioritize workload
Experience creating dynamic reports that can scale and accommodate multiple business unit viewpoints
Analytically driven, desire to continually educate themselves
Efficient time management skills
Ethical conduct
Ability to manage and teach/coach
Education and Experience
Bachelor’s degree, preferably in Finance, Economics, or Statistics
Financial Services industry experience preferred
3-5 years in reporting, analytics, finance, or business-related role
Experience in fast paced startup environments
BI tool knowledge required
Project management experience
Proven track records of meeting deadlines and producing consistent, quality reports
Proficient working with large data sets
Proficient understanding of SQL
Extensive experience with Microsoft Suite tools
Proficient data visualization skills
Experience with forecasting and capacity planning
Benefits:
Competitive compensation package
Full suite of medical benefits, including dental, vision, pet insurance and more!
PTO and holidays
Position Type/Expected Hours of Work
This is a full-time position. Days and hours of work are variable and based on business need. Evening and weekend work may be required as job duties demand.
Auto Approve is an auto refinance company specializing in helping consumers find the best possible vehicle interest rate empowering the consumer and saving them money every month for the life of the new loan. Auto Approve has relationships with a national network of financial institutions and can provide preferred access to help consumers with lower interest rate auto loans. Visit AutoApprove.com for detail.
Auto Approve Provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.
Applicants must be legally authorized to work in the United States",3.3,"Auto Approve
3.7","Minneapolis, MN",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
52,52,"Data Scientist, Mid",-1,"Type of Requisition:
Regular
Clearance Level Must Currently Possess:
Top Secret/SCI
Clearance Level Must Be Able to Obtain:
Top Secret/SCI
Suitability:
No Suitability Required
Public Trust/Other Required:
None
Job Family:
Data Science
Job Description:
This position is NOT yet funded Our Intelligence & Homeland Security team has a exciting new opportunity for a Mid-Level Data Scientist to provide on-site data science support to advance Latin America and Global drug trend analyses in support of the Consolidated Counterdrug Database (CCDB).
Additional responsibilities will include:
Data entry into the digital foundation in counter-narcotics data Artificial Intelligence ( AI), Machine Learning (ML), data mining algorithms, probability modeling, and other scientific techniques to correlate complex, technical findings into graphical, written, visual and verbal narrative products on trends of intelligence information
Apply technical expertise to leverage in-house tools such as Rand Python scripts to generate insights into existing data stores, to include CCDB
Employ deep knowledge of existing and emerging "" big data"" processing tools and techniques useful in delivering strategic insights to policy makers in the counterdrug mission
Identify new classified and unclassified data stores of massive size and relevance to the counter-narcotics mission to enhance CCDB data enrichment efforts or provide unique analytic insights into counterdrug issues
Engage in exploratory analysis and rapid iteration techniques of large volumes of data to quickly derive intelligence. Prepares products to describe and document findings and activities
Identify and evaluate a wide range of existing methods, models, and algorithms to develop more accurate and/or objective quantitative analysis approaches for CCDB data completeness, accuracy and consistency. Clearly articulate opportunities, risks and assumptions with applied methodologies. Communicate findings to a wide variety of customers, in both written and verbal formats; ability to communicate complex information in laymen's terms
Participate in special projects / surge support as required
Basic Qualifications:
Bachelor's Degree with a minimum of 8 years of related experience, with at least a portion of the experience in the past 2 years
TS/SCI with Poly. Or, the ability to obtain a Poly.
Scheduled Weekly Hours:
40
Travel Required:
Less than 10%
Telecommuting Options:
Telecommuting Not Allowed
Work Location:
USA DC Washington
Additional Work Locations:
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.3,General Dynamics,"Washington, DC",-1,-1,-1,-1,-1,-1,-1,-1
53,53,Advisory EOIR Data Scientist,-1,"Frontier Technology Inc. is seeking an experienced electro-optical infrared (EOIR) Data Scientist to support existing and new contracts in the Beverly, MA and/or Los Angeles, CA areas. Frontier Technology Inc.’s Sensor and Data Services group is a collaborative team of scientists working with space-based imaging and non-imaging EOIR sensors. We have extensive experience in sensor requirements definition, sensor design, sensor calibration, data analysis, radiometric performance validation, physics-based and phenomenological simulation tools, and data management.

Develop algorithms associated with image processing, coordinate transformation, sensor calibration, data simulation and modeling, astrometry, and software toolchain automation.
Perform analysis of sensor data, simulated systems and algorithms.
Work with other EOIR and data scientists on the team collaboratively to complete algorithm development or analysis tasks.
Interface with software developers on the team to define software requirements and guide software implementation.
Interface with customers to brief work and define tasking.
Apply knowledge of statistics, machine learning, programming, data modeling, simulation, and advanced mathematics to recognize patterns, and make valuable discoveries leading to prototype development and product improvement.

Required Education and experience:
PhD in Astronomy, Physics, Applied Mathematics, or a related discipline.
Practical knowledge of telescopes and optical systems, including observation planning or mission design.
Strong technical background in astronomy or remote sensing.
Experience with standard data analysis and reduction procedures.
Strong foundation in mathematics. Experience with the application of statistical concepts and techniques to data preferred.
Scientific programming competency in Python or Matlab.
Excellent communication skills, with emphasis on the ability to communicate technical results to non-technical audiences (such as customers).
The successful candidate must be a U.S. Citizen and able to obtain/maintain a U.S. government security clearance. This position will require travel.
Desired/Optional Experience:

Optical signatures modeling.
EO/IR detector science.
Machine learning or statistical inference.
Multi-scale modeling, first principles and phenomenological simulation of physical systems.
Technical work on a sensor program.",3.3,"Frontier Technology Inc.
4.2","Beverly, MA",-1,201 to 500 Employees,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
54,54,Genomic Data Scientist,-1,"Job Requirements:
Conduct work in accordance with company standard operating procedures (SOPs), company QA/QC policies, client-specific requirements and applicable regulatory guidelines.
Assist clients by providing analytical strategies in major therapeutic areas and diseases.
Independent project development, including but not limited to, ascertainment of client needs, recommendations on statistical methodology, and authoring Statistical Analysis Plans (SAPs).
Evaluate and incorporate latest analytical approaches (e.g. dimension reduction, machine learning, predictive analytics) addressing precision medicine questions in an industry environment.
Provide quality control and analysis of a wide spectrum of omics datasets, including DNA-based (e.g. whole genome sequencing, whole exome sequencing, targeted sequencing), RNA-based (e.g. RNA sequencing, microarray), and other biomarker data (e.g. proteomics, metabolomics) along with clinical data collected as part of preclinical studies, clinical trials or based on electronic health records.
Perform statistical programming in R, SAS, and other appropriate languages and validate work products by internal and/or external team members.
Interpret findings with scientific and business context, and report in Statistical Analysis Reports, executive summaries, slide presentations as needed.
Attend on site client visits and present findings as needed.
Provide guidance to internal team members on statistical methodology, scientific programming, omic and biomarker technologies, and clinical operations as needed.
Qualifications:
Ph.D. REQUIRED. Preferred Degree in: Statistics, Biostatistics, Statistical Genetics, Computational Biology, or Bioinformatics.
At least 3 years of experience in applied projects is required. Industry specific experience is preferred.
Demonstrated expertise in the theory and application of biostatistics.
Knowledge of statistical methodologies and applications in genetics/precision medicine is required.
Excellent analytical and problem-solving skills.
Excellent written and verbal communication skills.
Proven ability to work independently and in a team environment.
Experience with omic data is required; experience with sequencing data is preferred.
Experience with public databases (e.g. TCGA, UK Biobank) is preferred.
Proficiency in R programming is required; proficiency in multiple languages (e.g. SAS, Python) is preferred; experience in Linux/UNIX environment is required.
Experience with machine learning tools and packages (e.g. caret, mlr, TensorFlow, Keras) is preferred
Experience with statistical and bioinformatics analysis of multiple biomarker data types (DNA, RNA, protein, etc.) is preferred.
Experience with linear/nonlinear mixed model tools (nlme, lme4, NONMEM, etc.) is preferred.
Experience with relational databases (e.g. MySQL) is preferred.
Qualified candidates must be legally authorized to be employed in the US.
BioStat Solutions, LLC is a voluntary equal opportunity employer. In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification form upon hire
HR-OP-GDS-004 10/05/2020
Job Type: Full-time
Pay: $0.00 per hour
Benefits:
401(k)
Dental insurance
Disability insurance
Employee assistance program
Flexible schedule
Health insurance
Life insurance
Paid time off
Referral program
Relocation assistance
Tuition reimbursement
Vision insurance
Schedule:
Monday to Friday
Experience:
Linux/UNIX: 1 year (Required)
omic data: 1 year (Required)
sequencing data: 1 year (Preferred)
machine learning tools and packages: 1 year (Preferred)
R programming: 1 year (Required)
Education:
Doctorate (Required)
Work authorization:
United States (Required)
Company's website:
https://www.biostatsolutions.com/
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19",3.3,"BioStat Solutions, LLC.","Frederick, MD",-1,-1,-1,-1,-1,-1,-1,-1
55,55,Clinical Trials / Home Care Nurse - Novasyte,-1,"Job Description:
Qualified Registered Nurse (RN) will be tasked with supporting the clinical trials and clinical research of a new pharmaceutical drug for patient infusion to mitigate the impact on COVID-19 positive patients. The patient infusions will take place in the patient home setting.
This Clinical Trials Nurse / Clinical Research Nurse role allows you to utilize your nursing experience supporting at-risk patients in the home setting providing better patient care and service. This is a per diem position and depending on your current schedule, this type of role can work in conjunction with your current position.
This role is going to be a regional traveling program that may require you to travel up to 4 hours away from the home, and travel overnight occasionally. The anticipated duration of this trial is 2 years.
Responsibilities:
This position will provide drug infusion to a patient in the home
The Clinical Trials Nurse must be able to travel to assigned patient cases at the home
The Clinical Trials Nurse must input reporting and event notes post assignment and refer any pertinent information to their supervisor program lead
The Clinical Trials Nurse must have experience working with patient infusion in the home care, acute care, or long-term care setting
Experience in building customer relationships
Established track record of success of timeliness and reporting ability
Possess cellular phone, reliable transportation and access to the internet
Benefits:
In addition to working with the company strives to provide employee growth and well-being, you have the opportunity to:
Be at the forefront of changing patient service support models
Develop strong leadership skills
Gain professional growth and exposure to pharmaceutical industry
Earn supplemental income
Preferred Qualifications:
Experience working in the home care, acute care or outpatient setting providing patient infusion
Compact Nursing Licensure preferred
Active BLS
Experience going into a patient home and providing home infusion or other patient services
Leadership experience (manager, educator, preceptor) preferred
Job Requirements:
Understanding that this job will have exposure to COVID-19 positive patients
Registered Nurse with an active RN license
Associates degree required, Bachelors’ degree preferred
2+ years’ experience working with patient infusion preferred
Experience going into the patient home setting is preferred
Ability to travel regionally by car
Intermediate computer skills required (must be comfortable with basic software programs)
Ability to work required schedules and travel to various locations across the country
Ability to stand for long periods of time, bend or kneeling may be required
RN2
At IQVIA, we believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. The advanced analytics, technology solutions and contract research services we provide to the life sciences industry are made possible by our 67,000+ employees around the world who apply their insight, curiosity and intellectual courage every step of the way. Learn more at jobs.iqvia.com.

IQVIA is an EEO Employer - Minorities/Females/Protected Veterans/Disabled
IQVIA, Inc. provides reasonable accommodations for applicants with disabilities. Applicants who require reasonable accommodation to submit an application for employment or otherwise participate in the application process should contact IQVIA’s Talent Acquisition team at workday_recruiting@iqvia.com to arrange for such an accommodation.",3.3,"IQVIA
3.8","Olive Branch, MS",-1,10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1
56,56,Data Scientist - REMOTE,-1,"Type of Requisition:
Regular
Clearance Level Must Currently Possess:
Secret
Clearance Level Must Be Able to Obtain:
Interim Secret
Suitability:
No Suitability Required
Public Trust/Other Required:
None
Job Family:
Data Science
Job Description:
Join General Dynamics IT and be a part of the team of men and women that solve some of the world’s most complex technical challenges. The All Weapon Information Systems (AWIS) team is looking for a Web Software Developer to join them at the Naval Air Warfare Center located at the Navy Base in China Lake, CA.

The D433000 Division provides Information Technology (IT) services for the Naval Air Systems Command (NAVAIR) Logistics competency. The D433000 Division manages the All Weapons Information System (AWIS) is the NAVAIRIT system providing complete life cycle tracking and IT management system for many naval ordnance systems. The system provides comprehensive and timely information for the development, production, maintenance, follow-on engineering, acquisition, and logistics to support Fleet readiness and help sustain sophisticated weapons systems and associated support equipment. AWIS is designated as the centralized database for NAVAIR ordnance data and is currently comprised of numerous interrelated applications. AWIS consists of approximately 40 active modules, which facilitate business processes for approximately 7,000 users.

China Lake is located midway between Los Angeles and Las Vegas and is a comfortable drive to the Mountains and skiing in the North and San Diego to the South. The beaches of L.A. aren’t far away either so you’ll have the best of all worlds!

For more information on the location please see the following online videos: https://www.youtube.com/watch?v=64Ty0NqDDno&app=desktop https://www.youtube.com/watch?v=tjPAqjYpZSk

As Data Scientist, you will develop and implement a set of techniques or analytics applications to transform large-scale data sets into meaningful information using data-oriented programming languages and visualization software. Apply data mining, data modeling, natural language.
Responsibilities
Identify opportunities in large, rich data sets
Elicit data needs from stakeholders
Create and implement data driven strategies
Design and implement statistical and predictive models and algorithms utilizing diverse sources of data
Identify trends and relationships between different pieces of data
Ensure consistency of datasets
Create visualizations to aid in understanding data
Develop tools, dashboards, and reports that help users access and analyze data
Provide inputs to project risks, mitigation strategies and issues
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.

GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.
Scheduled Weekly Hours:
40
Travel Required:
None
Telecommuting Options:
Some Telecommuting Allowed
Work Location:
USA CA China Lake
Additional Work Locations:
USA CA Home Office (CAHOME)
We are GDIT. The people supporting some of the most complex government, defense, and intelligence projects across the country. We deliver. Bringing the expertise needed to understand and advance critical missions. We transform. Shifting the ways clients invest in, integrate, and innovate technology solutions. We ensure today is safe and tomorrow is smarter. We are there. On the ground, beside our clients, in the lab, and everywhere in between. Offering the technology transformations, strategy, and mission services needed to get the job done.GDIT is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status, or any other protected class.",3.3,"General Dynamics
3.7","China Lake, CA",-1,10000+ Employees,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),-1
57,57,Data Analyst,-1,"The Data Analyst is responsible for gathering and documenting client data requirements for both new and modified client implementations. In addition, you are responsible for analyzing tools and technical solutions for data mapping. You need to work in a diverse and dynamic environment with a team of business analysts, project managers, client service analysts, QC analysts, developers, and end customers. You need to possess strong communication, organization and coordination skills. An attention to detail with the ability to effectively handle multiple complex issues simultaneously is a must. You must show strong technical skills in analyzing data files and creating data mappings.

What You'll Do:
Work directly with clients to determine their data requirements for both new and modified client implementations
Work with Project Managers and Engineering leads to determine scope and effort required for data handling tasks
Participate in requirements overview meetings
Perform pre-implementation data file validation
Analyze existing client data files to determine accurate mapping specifications
Designs and configures data mapping solution leveraging existing tools, or create data mapping requirements documentation that the engineering and QA teams will use during design, development, and testing efforts
Prepare data upload process
Serve as a Subject Matter Expert to answer client questions and guide clients on data best practices
Respond to development and testing requests for requirements clarifications, consulting clients as needed
Set data mapping and handling standards to be followed during design and development
Assist in developing data validation test cases
Other duties as assigned
What You'll Bring to the Team:


Possess 3+ years experience in a Data Analyst capacity
Experience gathering and documenting business requirements
Past experience creating data element mappings between two or more distinct data models
Prior experience in eCommerce and Product Inventory Management is highly desired
Prior experience working as a Business Analyst is a plus. Experience gathering and defining client requirements
Hands on experience with scripting SQL for troubleshooting and analysis
Managing internal and client expectations and deadlines; i.e. scheduling, communication, escalation, and risk analysis i. Experience working with CSV, delimited, XML, JSON and other types of data files
Experience performing data pattern recognition and other data research and prior experience working with outside clients
A love for data and solving problems related to data (collecting, mapping, and measuring quality)
Demonstrated ability to analyze data and provide valuable business insights and suggestions
Previous experience working with scripting languages such as Python, Bash, Perl, PHP, or other programming languages strongly desired
Possess strong communication, organization, and coordination skills, with the ability to effectively handle multiple complex issues simultaneously
Show a proven history of successfully prioritizing work efforts based upon customer needs, committed delivery dates, and complexity, in a rapidly changing environment
What You'll Get:


Competitive Salary, Bonus, Stock Options and 401(k) Match: We appreciate our employees and we make sure they know it.
Open PTO: Work-life balance is important. We believe in giving our employees time to truly relax and recharge.
Paid Parental Leave: To keep our employees and their families healthy.
Opportunities for Growth: Professional development can take many shapes. From ERGs like Women in Tech and DE&I, to Mentor-Mentee, Leadership, and High-Potential Programs, we foster an environment where all employees can grow.
Recognition: From Billtrust Bucks and Gongings to Culture Champion and Presidents Awards, our employees are recognized for hard work and outcomes achieved.
Minimal Bureaucracy: An entrepreneurial environment of ownership and accountability allows you to get work done.
A Culture that Lives its Values: Our values are not just words or window dressing, they guide our decisions - big and small - each and every day.
Who We Are:


Billtrust is the best-in-class provider of Payment Cycle Management and accounts receivable solutions, helping businesses accelerate Order-to-Cash. We provide a flexible, automated, cloud-based product portfolio that meets diverse buyer requirements and speeds cash application through tailored invoice delivery, secure multi-channel payment enablement, and intelligent matching and payment posting. Our platforms process $40B+ annually and help companies like Kraft Foods, New Balance Athletics and Ferguson Enterprises get paid faster and more efficiently.

For the past 19 years, we have achieved remarkable success with year-over-year growth and we attribute that growth to our people and culture. We encourage employees to have autonomy, think creatively, share ideas - even with our CEO - and to challenge the status quo every day without a lot of red tape.",3.3,"Billtrust
4.0",Remote,-1,501 to 1000 Employees,2001,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
58,58,Data Scientist,-1,"Business Group Highlights


Intelligence
The Intelligence group provides high-end systems engineering and integration products and services, data analytics and software development to national and military intelligence customers. Serving federal agencies and the Intelligence Community for more than 50 years, the Intelligence group helps our clients meet their mission needs by providing trusted advisors, leading-edge technologies, and innovative solutions.


Responsibilities
Seeking an analysis-driven candidate to join Perspecta’s dynamic Performance Engineering and Analysis team, a recognized Intelligence Community leader with decades of expertise in providing customers with data-driven analysis shaping the future IC architecture. Our team seeks to influence acquisition and future strategy planning via analysis of transactional data and other inputs to assess the relative reach and value of content, capabilities and platforms in a unique environment.
The ideal candidate will use operations research and data science analytics using commercial off-the-shelf and custom software to analyze the customer’s databases which are growing over billions of transaction records. The successful candidate will leverage various statistical analysis and simulation methods to characterize and visualize end-to-end visibility and impact for complex systems and hundreds of end users to provide optimization solutions for current and future enterprise architecture.
Responsibilities include:
Apply technical and analytic expertise to provide quantitative and qualitative engineering analysis for a complex system of systems including forensic analysis related to existing systems and predictive analysis in support of future systems.
Analyze and implement custom algorithms for complex data sets used for modeling, data mining and statistical analysis as well as developing custom visualization tools to communicate findings to a large audience
Perform predictive analysis to determine future data trends and assess potential chokepoints and system performance issues while evaluating key performance indicators
Work closely with teammates to conduct multi-faceted performance analysis
Develop analysis reports and briefings to present to varying levels of government customers
Support systems engineering technical exchanges and meetings

Qualifications
Required Qualifications:
TS/SCI Clearance (with a current SSBI favorably adjudicated within the last 5 years)
Bachelor’s degree in Systems Engineering, or related STEM degree program
6+ years of professional technical experience in government or industry in relevant work areas including: DoD/IC Acquisition Process, Requirements Process, PPBES Process or system engineering of large complex System of Systems or Service Oriented Architecture/Cloud Environments
6+ years of systems engineering, systems integration or systems development experience
Experience with sensor development, processing algorithm optimization, imagery and signals analysis, sensor data optimization, remote sensing, and/or exploitation techniques
Experience in enterprise and systems architecting, including but not limited to requirements derivation, requirements management, interface specifications derivations, N2 diagrams, DoDAF documentation creation
Understanding of, and the ability to work with, multiple levels of information security
Desired Qualifications:
Advanced degree in Systems Engineering or related STEM degree program
2+ years of experience in cloud technology engineering and migration
2+ years of experience agile systems engineering and development methods (User Story Generation, Sprint/Scrum Development, Development Back-log management)
2+ years of experience with sensitive GEOINT
Experience using R, PHP or Python to develop rich visualizations
Experience using a relational database such as MySQL, MS SQL Server or Oracle
Experience with Plot.ly, Shiny and other interactive dashboard enablement languages, as well as development (and management of) dashboard reports
Excellent written and verbal communications, technical/non-technical presentation skills
Demonstrated ability to work independently and within a team environment
Application of data science against satellite and/or geospatial programs for the Federal sector

For Colorado Residents

About Perspecta
What matters to our nation, is what matters to us. At Perspecta, everything we do, from conducting innovative research to cultivating strong relationships, supports one imperative: ensuring that your work succeeds. Our company was formed to bring a broad array of capabilities to all parts of the public sector—from investigative services and IT strategy to systems work and next-generation engineering.

Our promise is simple: never stop solving our nation’s most complex challenges. And with a workforce of approximately 14,000, more than 48 percent of which is cleared, we have been trusted to do just that, as a partner of choice across the entire sector.

Perspecta is an AA/EEO Employer - All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

As a government contractor, Perspecta abides by the following provision

Pay Transparency Nondiscrimination Provision

The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of the other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c).",3.3,"Perspecta
3.4","Springfield, VA",-1,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
59,59,Data Scientist,-1,"Job Description
We're looking for an advanced mathematician who has the ability to think in entirely new ways. This person should be excited to solve complex problems by applying the combination of a deep mathematics background with intuition and the feedback of experts in the field.
The successful mathematician at Event Dynamic will utilize strong problem-solving skills, significant programming experience, and business analytics to solve real-world dynamic pricing problems at scale. This role will be highly involved in the development of the core AI-driven pricing product and will be expected to make key business decisions on complex real-world problems. This position will interface with the subject matter experts and machine learning team to communicate business impacts of technical decisions.
Job Responsibilities
Automation of the ML pipeline and development of models to scale. Generalization of pricing models for new use cases. Collects, creates, ingests, analyzes, evaluates, and iterates through datasets to explore key features, develop training data sets, and create new models.
Performs Feature Engineering on the ML pricing models. Works within a team of data science professionals and digs into complex technical problems. Reports back on findings and technical decisions to subject matter experts.
Will show drive and initiative to push the core product and technology forward. Collaborates with cross-cutting team of executives, product managers, clients, software engineers, and data scientists.
Requirements
A bachelor or master’s, or PhD degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, Engineering etc.) or equivalent experience.
Minimum of two years’ experience utilizing advanced mathematics and/or machine learning techniques to solve real-world problems. Experience writing code to build complex data pipelines.
Experience using Python and ML libraries, pandas preferred
Minimum of four years’ experience in software development and data analysis.
Excellent verbal and written communication. Ability to present complex technical findings to a team of subject matter experts.
Company Description
Event Dynamic’s technology is the most sophisticated ticket pricing system in the world. We employ artificial intelligence and advanced mathematics to automate ticket pricing, delivering smart and adaptive prices that puts lost revenue back in the hands of primary rights holders of live events.
Job Type: Full-time
Schedule:
Monday to Friday
Experience:
software development: 4 years (Required)
Machine Learning: 2 years (Required)
data analysis: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Language:
English (Required)
Work authorization:
United States (Required)",3.3,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1,-1,-1
